	otu_id	size_denoised	size_clustered	kingdom	domain	phyllum	class	order	family	genus	species	closest_match	percent_identity	sample
1151	centroid=4a08e2d8d5caee5fc446418ecfe9725c0369f4b7;size=2;;seqs=1	2	1	Eukaryota	Amoebozoa	Evosea-Eumycetozoa	Myxogastria_Fuscisporidia	Physarida	Didymiidae	Lepidoderma	Lepidoderma_tigrinum	DQ903678	89.7	X17007_18S
1152	centroid=4a837e99b17b0aac77688b5783e1521dbbd6e13d;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	85.7	X17007_18S
1153	centroid=9fc86e39643beeea21d8cf4bf3f2a1be82e24673;size=2;;seqs=2	2	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Platyhelminthes	Turbellaria	Acoelomorpha	Haplogonaria	Haplogonaria_sp.	FR837700	92.5	X17007_18S
1154	centroid=b57b16e683af805a66111ddb64883ab88ccbfd75;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	83.8	X17007_18S
1155	centroid=c9eeeb07c94de600745549c3eac3cb3dd590ece6;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Eugregarinorida	Polyplicariidae	Polyplicarium	Polyplicarium_curvarae	JX535341	96.1	X17007_18S
1156	centroid=c4e245b3425af4434f29272fa70b60ed2bafeabc;size=2;;seqs=4	2	4	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsidae	Perkinsus	Perkinsus_qugwadi	AB716689	96.1	X17007_18S
1157	centroid=b6dcc631194ee2ddd7cfcecb70cd9ac78f27459b;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.3	X17007_18S
1158	centroid=cc18ffe3bd576898f23098ff7ff21595c33ec3cf;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Diplonemea	Diplonemida	Eupelagonemidae	Eupelagonemidae_X	Eupelagonemidae_X_sp.	KX189125	95.3	X17007_18S
1159	centroid=c14b31eada9e10707eca9dafd3aa94f7bd4dd255;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	94.6	X17007_18S
1160	centroid=b783f420f89fbb4220b4b8f3d4d9df9e96c946fa;size=2;;seqs=4	2	4	Bacteria	Terrabacteria	Firmicutes-Firmicutes_X	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp.	QEMY01000741	96.5	X17007_18S
1161	centroid=d83cc7dcc400d706262099ebde7b2c9d55835ad4;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	86.0	X17007_18S
1162	centroid=fbf8c6cbd3257bbcbec0abc6cef73d745e818279;size=2;;seqs=1	2	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_albicans	CP025174	99.9	X17007_18S
1163	centroid=e7b3acc38fa7ad91231f44493ae69fb67aa016a7;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	85.0	X17007_18S
1164	centroid=ba1f798d87fb7dc46a11453ce36e8fc4537d52ba;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	82.7	X17007_18S
1165	centroid=fd2a5b5691aeb4b472ce1de403a1eb890de51c7e;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Filoretidae	Filoretidae_X	Filoreta	Filoreta_sp.	DQ504354	84.2	X17007_18S
1166	centroid=fd8196e35352ea2ffeaacb6adc8e04b2c5d779b0;size=42;;seqs=1	42	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Basidiomycota_X	Basidiomycota_XX	Basidiomycota_XXX	Basidiomycota_XXX_sp.	JX074691	99.9	Th16_18S
1167	centroid=bfc01f67be90b0e5628c0c5b8d8afd47f2a46d10;size=60;;seqs=1	60	1	Eukaryota	TSAR	Alveolata-Ciliophora	Armophorea	Armophorea_X	Apometopidae	Urostomides	Urostomides_striatus	KF607085	99.9	Th16_18S
1168	centroid=d1b0122c65a58d317796ccffc065142576a21542;size=105;;seqs=1	105	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Enoplea	Enoplea_X	Prismatolaimus	Prismatolaimus_dolichurus	AY284727	99.8	Th16_18S
1169	centroid=b1d23c1830ec63edc7de3353ff99fa437d1d836c;size=82;;seqs=13	82	13	Eukaryota	Cryptista	Cryptophyta-Cryptophyta_X	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Cryptomonadales_XX	Cryptomonadales_XX_sp.	AY919764	98.1	Th16_18S
1170	centroid=65594f762afc80122762f6a3d21d92bc13421cf4;size=26;;seqs=8	26	8	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	AY821957	98.2	Th16_18S
1171	centroid=2679609a236836e3c26622a96e4996590f84432b;size=60;;seqs=1	60	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Hexapoda	Collembola	Collembola_X	Collembola_X_sp.	EU091842	99.6	Th16_18S
1172	centroid=59611da1e2b6ef8c7ec5bb08a8e72699fff5c229;size=26;;seqs=1	26	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Enoplea	Enoplea_X	Prionchulus	Prionchulus_muscorum	AJ966500	99.0	Th16_18S
1173	centroid=3f1beeabe6caa471822497ee277c110226f87d91;size=37;;seqs=2	37	2	Eukaryota	TSAR	Alveolata-Ciliophora	Spirotrichea	Euplotia	Euplotidae	Euplotes	Euplotes_daidaleos	FR873718	99.7	Th16_18S
1174	centroid=f2283e33ef20e9c76658b3497c8911229f9ba73b;size=30;;seqs=1	30	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Sinantherina	Sinantherina_semibullata	KM873604	99.4	Th16_18S
1175	centroid=c7a8f6d92582b04025e0a27180c342befe5de7f1;size=34;;seqs=6	34	6	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	AY642700	91.5	Th16_18S
1176	centroid=03e9bfb90de871a5016882e7933b10dc1a4997c8;size=49;;seqs=4	49	4	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	DQ244038	95.2	Th16_18S
1177	centroid=a6a7e7c79fdfc0704037c369f896524337ac605c;size=79;;seqs=1	79	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Placopodidae	Placopodidae_X	Placopodidae_XX	AB622340	90.1	Th16_18S
1178	centroid=3dbf74c6480cdd59d9bbbaa2ac11cc241ad3063f;size=44;;seqs=1	44	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Agaricomycotina	Dacrymycetes	Dacryopinax	Dacryopinax_primogenitus	AEUS01000319	86.4	Th16_18S
1179	centroid=7d99d01c3fe79a6ff97de58e8a322856f4df1373;size=50;;seqs=15	50	15	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.	JN090900	98.7	Th16_18S
1180	centroid=f2be0b34eb4d777abfffb2d0951403174c04c4a1;size=25;;seqs=1	25	1	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	KJ757341	85.9	Th16_18S
1181	centroid=b51fd56c639ae1130986372e14584dea3789fbc2;size=24;;seqs=3	24	3	Eukaryota	TSAR	Alveolata-Chrompodellids	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonas	Alphamonas_sp.	GU067926	98.8	Th16_18S
1182	centroid=220faeaadadf30c1f1ad3ee3d69e3e6412cf6344;size=14;;seqs=1	14	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Gregarina3	Gregarina3_sp.	AF372799	99.7	Th16_18S
1183	centroid=aa77d8d12a7422ebd68ebdb3ca720cc3ed05b589;size=18;;seqs=1	18	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Scuticociliatia_2	Scuticociliatia_2_X	Cyclidium_3	Cyclidium_varibonneti	KF256817	99.3	Th16_18S
1184	centroid=a75d1fcfd2bd3f958c899822b818601389520260;size=22;;seqs=1	22	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Gastrotricha	Gastrotricha_X	Gastrotricha_XX	Chaetonotus	Chaetonotus_sp.	JQ798592	98.9	Th16_18S
1185	centroid=64160a0f0420a72cc1255b783d7ce62272612cf8;size=16;;seqs=5	16	5	Eukaryota	TSAR	Alveolata-Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Spathidium	Spathidium_stammeri	DQ411862	97.8	Th16_18S
1186	centroid=ee89a94697a75b0a60c225675a3d1afba6acb664;size=21;;seqs=10	21	10	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	EU910605	97.1	Th16_18S
1187	centroid=4d3745bd5a820d48baeee899d03997f58834cfdf;size=15;;seqs=1	15	1	Eukaryota	Obazoa	Opisthokonta-Ichthyosporea	Ichthyophonida	Abeoformidae	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp.	KJ763063	99.1	Th16_18S
1188	centroid=8e1ce98e62d7752d35d894688a06f7621e6d9646;size=13;;seqs=1	13	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Prokinetoplastida	Ichthyobodonidae	Ichthyobodonidae_PRO1	Ichthyobodonidae_PRO1_sp.	AF530520	94.2	Th16_18S
1189	centroid=2fab6ced39b0c161503ce1af310fd46d5d426090;size=21;;seqs=1	21	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Chelicerata	Arachnida	Naiadacarus	Naiadacarus_arboricola	JQ000114	99.0	Th16_18S
1190	centroid=ff56d66976479983f7464b49f6cfdba5b2e14477;size=23;;seqs=2	23	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Hypsibius	Hypsibius_convergens	FJ435726	98.0	Th16_18S
1191	centroid=f064ef09b0c59b716d69cec12ef782e2e9ff45d5;size=13;;seqs=1	13	1	Eukaryota	TSAR	Alveolata-Ciliophora	Phyllopharyngea	Suctoria	PHYLL_2	PHYLL_2_X	PHYLL_2_X_sp.	AB902542	96.6	Th16_18S
1192	centroid=3012ee28792516ea6da1813ab6a2bc0be1614218;size=13;;seqs=2	13	2	Eukaryota	TSAR	Alveolata-Chrompodellids	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonas	Alphamonas_edax	AY234843	84.8	Th16_18S
1193	centroid=98bccec6597e909baeb02746ae30a9b188c7e53f;size=15;;seqs=3	15	3	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Maxillopoda	Ectocyclops	Ectocyclops_polyspinosus	AJ746336	98.8	Th16_18S
1194	centroid=38477aa9451dd45b54557c3c1a190ff1832011e8;size=16;;seqs=1	16	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Pucciniomycotina	Pucciniomycetes	Melampsoridium	Melampsoridium_sp.	AY123299	99.8	Th16_18S
1195	centroid=0e51746a1a1140b8b69dc4da80501a2d1037a007;size=11;;seqs=1	11	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Zoopagomycota	Kickxellomycotina	Kickxellales	Coemansia	Coemansia_pennisetoides	KC286512	99.4	Th16_18S
1196	centroid=a20dbe72d71c026f7304fff34fb8057fa31005d0;size=32;;seqs=1	32	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Stenophorida	Stenophoridae	Stenophora	Stenophora_robusta	FJ459760	91.0	Th16_18S
1197	centroid=8abdf35d8fb591d5b340ed4286cc9db577f68c59;size=12;;seqs=2	12	2	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Spizellomycetales	Spizellomycetales_X	Spizellomycetales_XX	Spizellomycetales_XX_sp.	GQ995333	89.9	Th16_18S
1198	centroid=aa61907a563ce7fcc539172e18ee91fb8a6124ab;size=11;;seqs=3	11	3	Eukaryota	Haptista	Centroplasthelida-Centroplasthelida_X	Pterocystida	Pterista	Pterocystidae	Pterocystis	Pterocystis_sp.	AY749607	97.9	Th16_18S
1199	centroid=382133414eb73c7dbf565a4035ee5a9326168dda;size=9;;seqs=7	9	7	Eukaryota	TSAR	Alveolata-Ciliophora	Spirotrichea	Hypotrichia	Hypotrichia_X	Stichotricha	Stichotricha_aculeata	KR701611	95.7	Th16_18S
1200	centroid=b949d475b3e6cddd36a061f282518a896b04e0ac;size=10;;seqs=2	10	2	Eukaryota	TSAR	Stramenopiles-Gyrista	Xanthophyceae	Xanthophyceae_X	Xanthophyceae_XX	Ophiocytium	Ophiocytium_sp.	MK478735	95.7	Th16_18S
1201	centroid=de36ae91d6f85c93e33e1707068fb8e581c2f67c;size=9;;seqs=3	9	3	Eukaryota	TSAR	Alveolata-Ciliophora	Litostomatea	Haptoria_5	Pleurostomatida	Hemiophrys	Hemiophrys_procera	AY102175	97.7	Th16_18S
1202	centroid=105fd22f17ad18244a6da5c9073bcc3cfa6289b0;size=8;;seqs=8	8	8	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.	AY821991	86.4	Th16_18S
1203	centroid=1fc90eae66bfd3d405e160321dace424ed439500;size=8;;seqs=13	8	13	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Chromadorea	Chromadorea_X	Chromadorea_XX	Chromadorea_XX_sp.	EU910601	98.8	Th16_18S
1204	centroid=3d8024babbb3a44dfcd4f88847ed0542fb190faa;size=10;;seqs=3	10	3	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	Protaspa_longipes	AF290540	95.8	Th16_18S
1205	centroid=4e16bd46ac63accfc667683afede504517064475;size=9;;seqs=1	9	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Spongomonadida	Spongomonadidae	Spongomonas	Spongomonas_minima	AF411281	95.1	Th16_18S
1206	centroid=1341f6ec7ea62cc08c63ece4f0e3c9086b87b87e;size=8;;seqs=1	8	1	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	HQ219366	96.4	Th16_18S
1207	centroid=8df128749a0e6e870defffc988a2c5c5816712b6;size=10;;seqs=4	10	4	Eukaryota	Amoebozoa	Evosea-Eumycetozoa	Myxogastria_Fuscisporidia	Physarida	Didymiidae	Didymium	Didymium_squamulosum	AM231293	96.9	Th16_18S
1208	centroid=94b05b0247a833c5dacce081cfa3bd81b91cfdb9;size=8;;seqs=3	8	3	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Euglyphida	Trinematidae	Trinema	Trinema_lineare	EF456752	99.4	Th16_18S
1209	centroid=8e51238ac486e7164b02e7ee8def6b7c86d0344c;size=8;;seqs=1	8	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Plasmodiophorida_XX	Plasmodiophorida_XX_sp.	AB695525	98.1	Th16_18S
1210	centroid=bc9b74f9609cd07d876d3c784f3490576471424a;size=8;;seqs=1	8	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Mucoromycota	Mucoromycotina	Mucoromycotina_X	Rhizomucor	Rhizomucor_endophyticus	HM623313	99.5	Th16_18S
1211	centroid=0d46f1e2fd549beace708a80b75342a90686998b;size=8;;seqs=2	8	2	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	AB901616	96.9	Th16_18S
1212	centroid=5fb96671eca3a43502e442016304912d41409205;size=8;;seqs=5	8	5	Eukaryota	Obazoa	Opisthokonta-Fungi	Mucoromycota	Mucoromycotina	Mucoromycotina_X	Mucoromycotina_XX	Mucoromycotina_XX_sp.	EF023583	98.9	Th16_18S
1213	centroid=83cc69404d87b9e45d856a96c495a027b9a6d8f0;size=7;;seqs=1	7	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	AY919750	94.1	Th16_18S
1214	centroid=f10b416d14bfd7810fd582fa750759224bc791b9;size=8;;seqs=1	8	1	Eukaryota	Eukaryota_X	Ancyromonadida-Ancyromonadida_X	Ancyromonadida_XX	Ancyromonadida_XXX	Ancyromonadida_Group-1	Ancyromonadida_Group-1_X	Ancyromonas_howeae	EU349234	99.9	Th16_18S
1215	centroid=63dca827604fb4029f631024ded2cddcf268a00a;size=7;;seqs=2	7	2	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana1	Gregarina_blattarum	FJ459741	87.7	Th16_18S
1216	centroid=3d783d404218b81fa546c1ef56c2dc3f359a2ee8;size=7;;seqs=1	7	1	Eukaryota	TSAR	Alveolata-Ciliophora	Spirotrichea	Choreotrichida-Tintinnina	Tintinnidiidae	Tintinnidiidae_X	Tintinnidiidae_X_sp.	EU162620	99.4	Th16_18S
1217	centroid=402f74393bf76ea401139652f0f22bc68f0df4ad;size=7;;seqs=1	7	1	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	EU162628	93.0	Th16_18S
1218	centroid=042169f03a4b24a6530da3e104495af2bb621f9f;size=8;;seqs=1	8	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Massaria	Massaria_zanthoxyli	HQ599454	95.1	Th16_18S
1219	centroid=130f8636031db407c40c6d4997a270e7e7475864;size=7;;seqs=1	7	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Opalozoa	Placidida	Placidiales	Placidia	Placidia_cafeteriopsis	MW591541	92.2	Th16_18S
1220	centroid=b8c3e127cdcf8d067701c884a543edaf7ef257ce;size=7;;seqs=1	7	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Chromadorea	Chromadorea_X	Chromadorea_XX	Chromadorea_XX_sp.	EU910601	99.1	Th16_18S
1221	centroid=b273465b1c66ab8fe849ee0c169c1ca89c549898;size=7;;seqs=1	7	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Novel-clade-10-12	Novel-clade-12	NC12B-lineage	NC12B-lineage_X	NC12B-lineage_X_sp.	AB252760	93.9	Th16_18S
1222	centroid=a118c13c7f386093802377b7a04efbde1b662c19;size=7;;seqs=2	7	2	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Filosa-Imbricatea_XX	Filosa-Imbricatea_XXX	Filosa-Imbricatea_XXX_sp.	EF023773	95.1	Th16_18S
1223	centroid=9dbc5992b94375ef16ed387d184af5e16e1094ac;size=7;;seqs=1	7	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissura	Ventrifissura_velata	LC375250	91.4	Th16_18S
1224	centroid=1a5acaee9617fcbe1a295c5237798ce221e50f5f;size=7;;seqs=1	7	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	92.5	Th16_18S
1225	centroid=9c019c104552d432dc1b0038fd6a09edb07e7572;size=7;;seqs=8	7	8	Eukaryota	TSAR	Stramenopiles-Bigyra	Opalozoa	Opalozoa_X	MAST-12	MAST-12C	MAST-12C_sp.	EF023211	98.5	Th16_18S
1226	centroid=252474245f7505f6ee07be729bf3d8df49c424b8;size=6;;seqs=16	6	16	Eukaryota	TSAR	Alveolata-Ciliophora	Spirotrichea	Hypotrichia	Hypotrichia_X	Stichotricha	Stichotricha_aculeata	KR701611	98.9	Th16_18S
1227	centroid=ce2a4adfa9a371d07f5c0bda4597a59265c94db9;size=7;;seqs=2	7	2	Eukaryota	TSAR	Stramenopiles-Gyrista	Pirsoniales	Pirsoniales_X	Pirsoniales_XX	Pirsonia	Pirsonia_diadema	MW255637	96.3	Th16_18S
1228	centroid=863db3f68417f833cfe77db54408e19dd61ef6a3;size=8;;seqs=1	8	1	Eukaryota	Amoebozoa	Evosea-Evosea_X	Variosea	Variosea_X	Variosea_XX	Variosea_XXX	Variosea_XXX_sp.	EF023424	83.4	Th16_18S
1229	centroid=1eea1298a7d7678186ad8bd665a0d848b36bc7f7;size=6;;seqs=1	6	1	Eukaryota	Amoebozoa	Evosea-Evosea_X	Variosea	Fractovitellida	Schizoplasmodiidae	Ceratiomyxella	Ceratiomyxella_tahitiensis	FJ544419	90.3	Th16_18S
1230	centroid=f72a089eafd49bbd3b944c5ae17b5bac8034993e;size=7;;seqs=1	7	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Chromadorea	Chromadorea_X	Plectus	Plectus_minimus	KC206040	99.6	Th16_18S
1231	centroid=7e6c108dd302b538c4a83a9872825a4b1b707386;size=6;;seqs=1	6	1	Eukaryota	Amoebozoa	Evosea-Evosea_X	Variosea	Variosea_X	Variosea_XX	Variosea_XXX	Variosea_XXX_sp.	EF023424	83.8	Th16_18S
1232	centroid=33886ba2aa8a273b8c1941e624354e7874a34ea7;size=6;;seqs=4	6	4	Eukaryota	TSAR	Alveolata-Ciliophora	CONThreeP	CONThreeP_X	Cryptocaryonidae	Cryptocaryon	Cryptocaryon_irritans	KU761582	96.7	Th16_18S
1233	centroid=8708ec39d2faefc0f444818e091c1708a381cbe6;size=6;;seqs=4	6	4	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	AB695466	98.9	Th16_18S
1234	centroid=69ac35b2b34d8a791521fc06e2c242d7d1925270;size=6;;seqs=3	6	3	Eukaryota	TSAR	Stramenopiles-Gyrista	Peronosporomycetes	Peronosporomycetes_X	Haliphthorales	Haliphthoros	Haliphthoros_sp.	AB178865	95.6	Th16_18S
1235	centroid=c145515a9dca964ed1a8a454292ea80fe514febc;size=7;;seqs=21	7	21	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Descolea	Descolea_phlebophora	KJ137258	98.9	Th16_18S
1236	centroid=883b835dd646a6fd88ec402ade95ba1d04bd6ec7;size=6;;seqs=1	6	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Peronosporomycetes	Peronosporomycetes_X	Haliphthorales	Haliphthoros	Haliphthoros_sp.	AB178865	93.3	Th16_18S
1237	centroid=b53e1e3a27aaeb1ccb67e0d455d6d5d221e1b85c;size=6;;seqs=3	6	3	Eukaryota	TSAR	Alveolata-Chrompodellids	Colpodellidea	Colpodellida	Colpodellaceae	Colpodella	Colpodella_tetrahymenae	AF330214	95.8	Th16_18S
1238	centroid=be90bcca923597c255401b2551af87ce11034263;size=6;;seqs=3	6	3	Eukaryota	TSAR	Alveolata-Ciliophora	Phyllopharyngea	Cyrtophoria_4	Chilodonellidae	Trithigmostoma	Trithigmostoma_steini	X71134	94.6	Th16_18S
1239	centroid=9f0efc44d7c5f0ef54a1ff5f9857c666ec8bec94;size=6;;seqs=1	6	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Mycena	Mycena_plumbea	DQ457697	93.0	Th16_18S
1240	centroid=c787afdafdffbcba125423da6beb2afb844f9e85;size=6;;seqs=4	6	4	Eukaryota	Cryptista	Cryptophyta-Cryptophyta_X	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Cryptomonas	Cryptomonas_obovoidea	AM051200	99.1	Th16_18S
1241	centroid=f4206f61c00834451ba428d953411cb83a4cd55d;size=6;;seqs=1	6	1	Eukaryota	Excavata	Discoba-Discoba_X	Heterolobosea	Tetramitia_V	Vahlkampfiidae_V	Tetramitus	Tetramitus_thorntoni	X93085	99.7	Th16_18S
1242	centroid=21e052536194d17e2332fa15382df363d5fcc95e;size=5;;seqs=1	5	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Blastocladiomycota	Blastocladiomycotina	Blastocladiomycetes	Blastocladia	Blastocladia_pringsheimii	HQ888696	98.9	Th16_18S
1243	centroid=fac1ea4bba6acc227f6c1e599285b7ecde628bdd;size=6;;seqs=1	6	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Prokinetoplastida	Ichthyobodonidae	Ichthyobodonidae_PRO1	Ichthyobodonidae_PRO1_sp.	AY753947	90.0	Th16_18S
1244	centroid=00afc4053daa5c04d25621023b9534e8ac40368d;size=5;;seqs=5	5	5	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	Cercomonas_sp.	EF024028	96.5	Th16_18S
1245	centroid=e6781eae4baefde6d483b2632be6777bacc6a8b7;size=6;;seqs=1	6	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium_veneficum	KU314867	91.8	Th16_18S
1246	centroid=4894ba888c311326e71c19701b67705bb067143b;size=5;;seqs=7	5	7	Eukaryota	Archaeplastida	Streptophyta-Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Hypopterygium	Hypopterygium_didictyon	Y18972	96.8	Th16_18S
1247	centroid=3d8daef6feaf795e22749531beb6f9f4824a0dba;size=5;;seqs=1	5	1	Eukaryota	Eukaryota_X	Ancyromonadida-Ancyromonadida_X	Ancyromonadida_XX	Ancyromonadida_XXX	Ancyromonadida_Group-2	Ancyromonadida_Group-2_X	Nutomonas_longa	JQ340331	88.3	Th16_18S
1248	centroid=49c09a4c43b2887a856bc4505ba2c084354e60d7;size=5;;seqs=1	5	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Psychodiella	Psychodiella_sp.	FJ865355	86.9	Th16_18S
1249	centroid=16a96a8062e4b6e0ade84eb29eaf1a0a81e0d9cf;size=5;;seqs=1	5	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Filosa-Sarcomonadea_X	Filosa-Sarcomonadea_XX	Filosa-Sarcomonadea_XXX	Filosa-Sarcomonadea_XXX_sp.	AM114812	98.6	Th16_18S
